cat_name;cat_url;sub_cat_name;sub_cat_url;sub_sub_cat_name;sub_sub_cat_url
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Запчасти для ТО;https://www.ozon.ru/category/katalog-to-8603/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Автосвет;https://www.ozon.ru/category/avtosvet-8679/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Двигатель;https://www.ozon.ru/category/dvigatel-8814/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Подвеска;https://www.ozon.ru/category/podveska-34348/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Трансмиссия;https://www.ozon.ru/category/transmissiya-8704/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Тормозная система;https://www.ozon.ru/category/tormoznaya-sistema-8703/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Система очистки стекол и фар;https://www.ozon.ru/category/sistemy-ochistki-stekol-i-far-34196/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Топливная система;https://www.ozon.ru/category/toplivnaya-sistema-8702/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Система выпуска;https://www.ozon.ru/category/sistemy-vypuska-otrabotavshih-gazov-1683/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Система питания;https://www.ozon.ru/category/sistema-pitaniya-34376/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Система зажигания;https://www.ozon.ru/category/sistema-zazhiganiya-8700/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Рулевое управление;https://www.ozon.ru/category/rulevoe-upravlenie-8696/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Электрооборудование;https://www.ozon.ru/category/elektrooborudovanie-avtomobilya-33899/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Кузовные запчасти;https://www.ozon.ru/category/kuzovnye-zapchasti-32469/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Отопители и кондиционирование;https://www.ozon.ru/category/otopitel-i-konditsionirovanie-34340/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Подшипники;https://www.ozon.ru/category/podshipniki-avtomobilnye-38999/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Детали салона;https://www.ozon.ru/category/detali-salona-39587/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Запчасти для легковых автомобилей;https://www.ozon.ru/category/avtozapchasti-8678/;Прочие запчасти;https://www.ozon.ru/category/avtozpchastii-avtomobilnye-34605/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Автоаксессуары и принадлежности;https://www.ozon.ru/category/avtoaksessuary-i-oborudovanie-8608/;Автоаксессуары и принадлежности;https://www.ozon.ru/category/avtoaksessuary-i-oborudovanie-8608/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Автоаксессуары и принадлежности;https://www.ozon.ru/category/avtoaksessuary-i-oborudovanie-8608/;Интерьер автомобиля;https://www.ozon.ru/category/obustroystvo-salona-8633/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Автоаксессуары и принадлежности;https://www.ozon.ru/category/avtoaksessuary-i-oborudovanie-8608/;Чехлы и накидки на сиденья;https://www.ozon.ru/category/chehly-i-nakidki-na-sidenya-8640/
Автотовары;https://www.ozon.ru/category/avtotovary-8500/;Автоаксессуары и принадлежности;https://www.ozon.ru/category/avtoaksessuary-i-oborudovanie-8608/;Ковры автомобильные;https://www.ozon.ru/category/kovry-avtomobilnye-34455/
