cat_name;cat_url;sub_cat_name;sub_cat_url;sub_sub_cat_name;sub_sub_cat_url
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Аквашузы;https://www.ozon.ru/category/akvaobuv-zhenskie-36499/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Босоножки и сандалии;https://www.ozon.ru/category/bosonozhki-zhenskie-7645/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Ботинки и полуботинки;https://www.ozon.ru/category/botinki-zhenskie-7651/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Домашняя обувь;https://www.ozon.ru/category/tapochki-zhenskie-7655/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Кроссовки и кеды;https://www.ozon.ru/category/krossovki-i-kedy-zhenskie-36484/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Мокасины и топсайдеры;https://www.ozon.ru/category/mokasiny-i-topsaydery-zhenskie-7648/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Резиновая обувь;https://www.ozon.ru/category/rezinovaya-obuv-zhenskaya-36497/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Сабо и мюли;https://www.ozon.ru/category/sabo-i-myuli-zhenskie-7646/
Обувь;https://www.ozon.ru/category/obuv-17777/;Женщинам;https://www.ozon.ru/category/zhenskaya-obuv-7640/;Сапоги и полусапоги;https://www.ozon.ru/category/sapogi-i-polusapogi-zhenskie-7652/
